textDisplay,text_clean,text_processed,dominant_topic,sentiment_polarity,sentiment_label,likeCount
"Terimakasih bung ferry , big respect for you ❤ semua tercerdaskan berkat kamu , indonesia sangat beruntung punya sosok seperti mu di keadaan seperti ini berkepala dingin dan menganalis semua kejadian dengan cepat…",terimakasih ferry big respect for you tercerdaskan berkat indonesia beruntung sosok berkepala dingin menganalis kejadian cepat,"terimakasih bung ferry , big respect for you ❤ semua tercerdaskan berkat kamu , indonesia sangat beruntung punya sosok seperti mu di keadaan seperti ini berkepala dingin dan menganalis semua kejadian dengan cepat…",5,1,Positif,0
RI 2 lg standby nunggu komando dr * * * * * *,standby nunggu komando,ri 2 lagi standby nunggu komando dari * * * * * *,5,0,Netral,0
"Berati besok ada seruan untuk turun dalam rangka aksi damai para Mahasiswa, alangkah baiknya turun aki atau tidak nih bang?",berati besok seruan turun rangka aksi damai mahasiswa alangkah baiknya turun aki,"berati besok ada seruan untuk turun dalam rangka aksi damai para mahasiswa, alangkah baiknya turun aki atau tidak nih bang?",4,-1,Negatif,0
mantap buang🎉🎉🎉,mantap buang,mantap buang🎉🎉🎉,4,1,Positif,0
Saya mendengar dan memahami.,mendengar memahami,saya mendengar dan memahami.,5,1,Positif,0
"bang fer, tolong buat video yg bahas semua tuntutan rakyat buat pemerintah",fer tolong video bahas tuntutan rakyat pemerintah,"bang fer, tolong buat video yang bahas semua tuntutan rakyat buat pemerintah",2,0,Netral,1
Apakah apa yang terjadi sekarang bisa di katakan by design ataw ada pihak tertentu yang di maksud memanfaatkan situasi untuk kepentingan kelompok mereka... tolong di jawab 🙏,design ataw maksud memanfaatkan situasi kepentingan kelompok tolong,apakah apa yang terjadi sekarang bisa di katakan by design ataw ada pihak tertentu yang di maksud memanfaatkan situasi untuk kepentingan kelompok mereka... tolong di jawab 🙏,2,-1,Negatif,0
ADILI MULYONO &amp; TERNAK2NYA HUKUM MATI SAJA!!!,adili mulyono amp ternak hukum mati,adili mulyono &amp; ternak2nya hukum mati saja!!!,2,-1,Negatif,1
bongkar aja knapa sih biar cepat msalahx diselesaikan klo ga mampu biar diselesaikan rakyat seluruh Indonesia,bongkar biar cepat msalahx diselesaikan biar diselesaikan rakyat indonesia,bongkar saja kenapa sih biar cepat msalahx diselesaikan kalau tidak mampu biar diselesaikan rakyat seluruh indonesia,1,-1,Negatif,0
"Mereka lupa ini bukan tahun 98..jaman itu blm ada sosial media,hp blm ada kamera, internet masih jadi barang mahal.. rakyat saat ini jauh lebih teredukasi dibanding saat itu, ayo teman2 jangan sampai terprovokasi..",lupa jaman sosial media kamera internet barang mahal rakyat teredukasi dibanding ayo teman terprovokasi,"mereka lupa ini bukan tahun 98..jaman itu belum ada sosial media,hp belum ada kamera, internet masih jadi barang mahal.. rakyat saat ini jauh lebih teredukasi dibanding saat itu, ayo teman2 jangan sampai terprovokasi..",4,-1,Negatif,0
"Make sense.... Dan rasanya ga asing dari awal, menggunakan kekuasaan untuk maunya mereka",make sense asing kekuasaan maunya,"make sense.... dan rasanya tidak asing dari awal, menggunakan kekuasaan untuk maunya mereka",2,-1,Negatif,0
Haru dibuat clear sih bang rakyat yang terpelajar aja masih rancu dan mengira ngira siapa dan golongan siapa yang pengin darurat militer. apalagi rakyat yang latar belakang pendidikanya kurang. boleh dibuat clue lg agar kita ga penasaran atau temen temen disini boleh bantu jelasin lewat comment,haru clear rakyat terpelajar rancu ngira golongan pengin darurat militer rakyat latar pendidikanya clue penasaran temen temen bantu jelasin comment,haru dibuat clear sih bang rakyat yang terpelajar saja masih rancu dan mengira ngira siapa dan golongan siapa yang pengin darurat militer. apalagi rakyat yang latar belakang pendidikanya kurang. boleh dibuat clue lagi agar kita tidak penasaran atau temen temen disini boleh bantu jelasin lewat comment,2,-1,Negatif,0
Dalangnya ketidak Adilan.....,dalangnya ketidak adilan,dalangnya ketidak adilan.....,4,-1,Negatif,0
senjata kita akal sehat dan hati nurani....,senjata akal sehat hati nurani,senjata kita akal sehat dan hati nurani....,5,1,Positif,0
"Terimakasih bang ferry, semangat terus ya bang, semoga diberi keselamatan dan kesehatan selalu bang ferry😊",terimakasih ferry semangat semoga keselamatan kesehatan ferry,"terimakasih bang ferry, semangat terus ya bang, semoga diberi keselamatan dan kesehatan selalu bang ferry😊",5,1,Positif,0
Ya Alloh lndungi mereka yg berpihak pada rakyat.,alloh lndungi berpihak rakyat,ya alloh lndungi mereka yang berpihak pada rakyat.,2,-1,Negatif,0
"Setuju. Pemerintah itu tau betul rakyat Indonesia gampang di adu. Di segala aspek. Pemerintah tau betul, rakyat lagi kesusahan dengan kondisi ekonomi. Jangan kejebak kawan², mereka bekerja bersama orang² rekrutan buat ngejalanin program nya. Keributan emg jadi tujuannya. Tujuan buat sampe ke agenda selanjutnya. Jangan mau lagi di adu², Polisi vs Rakyat, Rakyat vs Rakyat, Transportasi Online vs Polisi. Ayo melek bareng², bijak bareng²",setuju pemerintah tau rakyat indonesia gampang adu aspek pemerintah tau rakyat kesusahan kondisi ekonomi kejebak kawan orang rekrutan ngejalanin program keributan emg tujuannya tujuan sampe agenda adu polisi rakyat rakyat rakyat transportasi online polisi ayo melek bareng bijak bareng,"setuju. pemerintah itu tau betul rakyat indonesia gampang di adu. di segala aspek. pemerintah tau betul, rakyat lagi kesusahan dengan kondisi ekonomi. jangan kejebak kawan², mereka bekerja bersama orang² rekrutan buat ngejalanin program nya. keributan emg jadi tujuannya. tujuan buat sampe ke agenda selanjutnya. jangan mau lagi di adu², polisi vs rakyat, rakyat vs rakyat, transportasi online vs polisi. ayo melek bareng², bijak bareng²",2,-1,Negatif,78
"Ekonomi sulit dan rakyat pada laper, tapi hebatnya masih bisa pada waras. Sedangkan yg duduk di kursi DPR dan instansi penegakan keamanan dan hukum kelakuannya pada gak waras. Gila emang",ekonomi sulit rakyat laper hebatnya waras duduk kursi dpr instansi penegakan keamanan hukum kelakuannya waras gila emang,"ekonomi sulit dan rakyat pada laper, tapi hebatnya masih bisa pada waras. sedangkan yang duduk di kursi dpr dan instansi penegakan keamanan dan hukum kelakuannya pada tidak waras. gila emang",2,-1,Negatif,2
Ustad abal abal Peliks siaow berarti terlibat donk???,ustad abal abal peliks siaow terlibat donk,ustad abal abal peliks siaow berarti terlibat donk???,1,-1,Negatif,0
Emang anj*ng! Halte senen kesayangan gua dibakar <br>Design udah cakep2 liat kebakaran kayak begitu nangis gua 😢,emang anj halte senen kesayangan dibakar design cakep lihat kebakaran nangis,emang anj*ng! halte senen kesayangan saya dibakar design sudah cakep2 lihat kebakaran seperti begitu nangis saya 😢,4,-1,Negatif,1
syukur deh bang ferry bikin vidio ini,syukur ferry bikin vidio,syukur deh bang ferry bikin vidio ini,1,1,Positif,0
"bang izin tanya, aku tadi bikin video soal demo ini, aman gasih kira kira?",izin bikin video demo aman gasih,"bang izin tanya, saya tadi bikin video soal demo ini, aman gasih kira kira?",4,0,Netral,0
Logo dc udh hilang dri kapan?,logo hilang dri,logo dc sudah hilang dri kapan?,3,-1,Negatif,0
"mumpung lagi bgini skalian aja sebut dalangnya om, biar skalian beresnya",mumpung bgini skalian dalangnya biar skalian beresnya,"mumpung lagi bgini skalian saja sebut dalangnya om, biar skalian beresnya",1,-1,Negatif,0
Harusnya minimal masuk polisi s1 bahkan s2!,minimal masuk polisi,harusnya minimal masuk polisi s1 bahkan s2!,2,-1,Negatif,0
"Dalang nya dari luar kaki tangannya ada di dalam,by desain terstruktur ingat kasus Pertamina anak dari RC dan mrc nya lari ke sgp dia licin Badan intelijen negara sama Rocky gerung sudah tau akan hal ini terjadi masyarakat be smart jangan mudah terprovokasi bantu komen dmnpun jika ada yang memprovokasi tolong kasih stigma yang meredam kasih kewarasan dalam berpikir semoga Indonesia lekas sembuh",dalang kaki tangannya desain terstruktur pertamina anak mrc lari sgp licin badan intelijen negara rocky gerung tau masyarakat smart mudah terprovokasi bantu komen dmnpun memprovokasi tolong kasih stigma meredam kasih kewarasan berpikir semoga indonesia lekas sembuh,"dalang nya dari luar kaki tangannya ada di dalam,by desain terstruktur ingat kasus pertamina anak dari rc dan mrc nya lari ke sgp dia licin badan intelijen negara sama rocky gerung sudah tau akan hal ini terjadi masyarakat be smart jangan mudah terprovokasi bantu komen dmnpun jika ada yang memprovokasi tolong kasih stigma yang meredam kasih kewarasan dalam berpikir semoga indonesia lekas sembuh",5,-1,Negatif,0
moti harusnya bantu sewain bodyguard buat ni org jaga2 dirumahnya,moti bantu sewain bodyguard orang jaga dirumahnya,moti harusnya bantu sewain bodyguard buat ni orang jaga2 dirumahnya,5,-1,Negatif,0
"nice bro..<br>mudah2an lekas sembuh ini indonesia.. protes bole tp kriminal jgn, fasum, penjarahan.. no..<br>aparat kerja ekstra ini, sibuk dgn masyarakat, jgn lupa pada kriminal benerannya.. jngn samapai mereka mafaatin peristiwa2 ini..",nice mudah lekas sembuh indonesia protes bole kriminal fasum penjarahan aparat kerja ekstra sibuk masyarakat lupa kriminal benerannya jngn samapai mafaatin peristiwa,"nice bro.. mudah2an lekas sembuh ini indonesia.. protes bole tp kriminal jgn, fasum, penjarahan.. no.. aparat kerja ekstra ini, sibuk dengan masyarakat, jangan lupa pada kriminal benerannya.. jngn samapai mereka mafaatin peristiwa2 ini..",4,-1,Negatif,0
"Habisi jongos2 mulyono dikabinet!!! Penjarakan mulyono!!!! Seret termul ke kandang buaya,biar habis dilahap buaya!!!!",habisi jongos mulyono dikabinet penjarakan mulyono seret termul kandang buaya biar habis dilahap buaya,"habisi jongos2 mulyono dikabinet!!! penjarakan mulyono!!!! seret termul ke kandang buaya,biar habis dilahap buaya!!!!",4,-1,Negatif,0
9 menit yang lebih masuk akal dari 15 menit omon-omon🙏,menit masuk akal menit omon omon,9 menit yang lebih masuk akal dari 15 menit omon-omon🙏,1,1,Positif,1
Setelah 10 tahun lalu dididik analisis politik sm akun Trio Macan di Twitter dan skrg mereka menghilang. Sekarang dibimbing Bung Ferry.. makasi bung.,dididik analisis politik akun trio macan twitter skrg menghilang dibimbing ferry makasi,setelah 10 tahun lalu dididik analisis politik sama akun trio macan di twitter dan skrg mereka menghilang. sekarang dibimbing bung ferry.. makasi bung.,5,-1,Negatif,3
"BUKAN GW ENGGA PEDULI!! GW SEKELUARGA 3 HARI DARI KEMAREN NYARI DUIT.. BUAT MAKAN KAMI MAKAN 2 KALI DENGAN TELUR GORENG. SUSAH NYARI DUIT SEKARANG APA YANG BISA DI JUAL, JUAL.... SEMANGAT BUAT RAKYAT YANG MEMPERJUANGKAN APAPUN ITU, YANG PENTING TOLONG JANGAN TERPROVOKASI! PERBANYAK INFORMASI SEBELUM BERTINDAK!!",engga peduli sekeluarga kemaren nyari duit makan makan kali telur goreng susah nyari duit jual jual semangat rakyat memperjuangkan apapun tolong terprovokasi perbanyak informasi bertindak,"bukan saya engga peduli!! saya sekeluarga 3 hari dari kemaren nyari duit.. buat makan kami makan 2 kali dengan telur goreng. susah nyari duit sekarang apa yang bisa di jual, jual.... semangat buat rakyat yang memperjuangkan apapun itu, yang penting tolong jangan terprovokasi! perbanyak informasi sebelum bertindak!!",3,1,Positif,0
Gua berdoa Semoga bang ferry panjang umur,berdoa semoga ferry umur,saya berdoa semoga bang ferry panjang umur,5,1,Positif,0
"DALANGNYA,,, BERITA HOAK,,, MASYARAKAT DIFRAMING BERITA HOAK",dalangnya berita hoak masyarakat diframing berita hoak,"dalangnya,,, berita hoak,,, masyarakat diframing berita hoak",2,-1,Negatif,1
"warga indo sekarang awareness nya gila2 an bgt thank you bang, keep sounding it",warga indo awareness gila thank you keep sounding,"warga indo sekarang awareness nya gila2 an sangat thank you bang, keep sounding it",3,1,Positif,0
apapun itu lu tetap senang ladang konten banyak stok,apapun senang ladang konten stok,apapun itu kamu tetap senang ladang konten banyak stok,5,1,Positif,1
Terus bersuara untuk mencerdaskan. Mewaraskan masyarakat Indonesia,bersuara mencerdaskan mewaraskan masyarakat indonesia,terus bersuara untuk mencerdaskan. mewaraskan masyarakat indonesia,5,0,Netral,0
"Ada Kucing Dalam Karung, Tetap Berpikir dengan Rasional Kawan🤘🏻Hati2 Saling Jaga✊🏻TAKE CARE UNTUK PARA PEJUANG! 🇮🇩🏴‍☠️",kucing karung berpikir rasional kawan hati jaga take care pejuang,"ada kucing dalam karung, tetap berpikir dengan rasional kawan🤘🏻hati2 saling jaga✊🏻take care untuk para pejuang! 🇮🇩🏴‍☠️",5,1,Positif,0
"Makasih ya, Fer ... Buat semua opini², penjelasan² cerdas lo buat bikin rakyat kita makin berwawasan. Semoga Allah jaga lo, keluarga dan tim selalu. Aamiin.",makasih fer opini penjelasan cerdas bikin rakyat berwawasan semoga allah jaga keluarga tim aamiin,"makasih ya, fer ... buat semua opini², penjelasan² cerdas lo buat bikin rakyat kita makin berwawasan. semoga allah jaga lo, keluarga dan tim selalu. aamiin.",5,1,Positif,0
"SEGERAAA..!!!<br> TURUNKAN HARGA PAJAK, TURUNKAN HARGA SANDANG, DAN PANGAN DAN PAPAN. <br><br>DAN SEGERA DISAHKAN UNDANG-UNDANG PERAMPASAN ASET.<br><br>REFORMASI TOTAL DI KEDUA LEMBAGA BOBROK DPR DAN KEPOLISIAN.<br><br>SERTA BATALKAN RENCANA KENAIKAN IURAN BPJS 2026.<br>🇮🇩❤🔥🔥🔥👊",segeraaa turunkan harga pajak turunkan harga sandang pangan papan disahkan undang undang perampasan aset reformasi total lembaga bobrok dpr kepolisian batalkan rencana kenaikan iuran bpjs,"segeraaa..!!! turunkan harga pajak, turunkan harga sandang, dan pangan dan papan. dan segera disahkan undang-undang perampasan aset. reformasi total di kedua lembaga bobrok dpr dan kepolisian. serta batalkan rencana kenaikan iuran bpjs 2026. 🇮🇩❤🔥🔥🔥👊",4,-1,Negatif,5
"tetap interaksi dgn yg lain kritis bari perspektif dri smua klangan msyrakat jgn trprovokasi tindkan diluar desk aspirasi rakyat, step by step mnjinak tirani beda jaman beda cara nya jgn ampe masuk ke cara yg mereka inginkan rekayasa sosial adu domba(insiden)",interaksi kritis bari perspektif dri smua klangan msyrakat trprovokasi tindkan diluar desk aspirasi rakyat step step mnjinak tirani beda jaman beda ampe masuk rekayasa sosial adu domba insiden,"tetap interaksi dengan yang lain kritis bari perspektif dri smua klangan msyrakat jangan trprovokasi tindkan diluar desk aspirasi rakyat, step by step mnjinak tirani beda jaman beda cara nya jangan ampe masuk ke cara yang mereka inginkan rekayasa sosial adu domba(insiden)",2,-1,Negatif,3
Trs mantan yg bilang asing asing itu dasarnya apa ya?,mantan bilang asing asing dasarnya,terus mantan yang bilang asing asing itu dasarnya apa ya?,1,-1,Negatif,0
Titik simpulnya itu toh ??? Jijik bener ya.. setiap  ambisi utk ambil kekuasaan dg kerusakan 😢,titik simpulnya jijik bener ambisi ambil kekuasaan kerusakan,titik simpulnya itu toh ??? jijik bener ya.. setiap ambisi untuk ambil kekuasaan dengan kerusakan 😢,2,-1,Negatif,0
"Tolong suarakan RUU perampasan aset bang, nanggung ayo tinggal dikit lg didorong supaya UU perampasan aset bisa disahkan. Bantu up dan like dong.",tolong suarakan ruu perampasan aset nanggung ayo tinggal dikit didorong perampasan aset disahkan bantu like,"tolong suarakan ruu perampasan aset bang, nanggung ayo tinggal dikit lagi didorong supaya uu perampasan aset bisa disahkan. bantu up dan like dong.",1,-1,Negatif,1
"yaa kan lu sendiri yang memprovokasi bang, masyarakat kalo udah turun kejalan apalagi ga dikordinir dengan baik, yaa pasti bakal bertindak secara anarkis, kalo tujuan nya dari awal pengen baik&quot; kenapa ga lu kasih himbauan dari awal supaya tidak melakukan tindakan anarkis seperti itu, apalagi lu punya pengaruh yang besar bagi pendukung&quot; lu?",yaa memprovokasi masyarakat turun kejalan dikordinir yaa bertindak anarkis tujuan pengen quot kasih himbauan tindakan anarkis pengaruh pendukung quot,"yaa kan kamu sendiri yang memprovokasi bang, masyarakat kalau sudah turun kejalan apalagi tidak dikordinir dengan baik, yaa pasti bakal bertindak secara anarkis, kalau tujuan nya dari awal pengen baik&quot; kenapa tidak kamu kasih himbauan dari awal supaya tidak melakukan tindakan anarkis seperti itu, apalagi kamu punya pengaruh yang besar bagi pendukung&quot; lu?",1,-1,Negatif,2
"Tuhan memang pemaaf, tapi kita bukan tuhan",tuhan pemaaf tuhan,"tuhan memang pemaaf, tapi kita bukan tuhan",5,-1,Negatif,0
"Tuhan melindungi kalian semua, juga para influencer, mahasiswa dan rakyat. Amin",tuhan melindungi influencer mahasiswa rakyat aamiin,"tuhan melindungi kalian semua, juga para influencer, mahasiswa dan rakyat. aamiin",4,1,Positif,0
"Beli Laser. <br><br>Dah. Itu aja. Beli laser, bisa lu bidik ke aparat dan mereka langsung buta. <br><br>Bisa bidik ke sniper, aparat di dalam mobil berbaja, apa pun<br><br>Beli. Laser.",beli laser dah beli laser bidik aparat langsung buta bidik sniper aparat mobil berbaja beli laser,"beli laser. dah. itu aja. beli laser, bisa kamu bidik ke aparat dan mereka langsung buta. bisa bidik ke sniper, aparat di dalam mobil berbaja, apa pun beli. laser.",4,-1,Negatif,0
Semoga Cepat Sembuh Indonesia ku🇮🇩,semoga cepat sembuh indonesia,semoga cepat sembuh indonesia ku🇮🇩,5,1,Positif,0
"Hanya sharing Bang, dr mulai perusakan dan penjarahan rumah2 anggota DPR (Dewan Perwakilan Rupiah) itu saya sebenarnya udah curiga, masa ga ada penjagaan yg ketat?<br>Ditambah mereka kabur, ditambah ada lho yg rumahnya ga bisa ditembus (salah 1 nya ketuanya), pasti ini ada yg koordinir, dan bukan dari yg aksi damai kemarin2",sharing perusakan penjarahan rumah anggota dpr dewan perwakilan rupiah curiga penjagaan ketat ditambah kabur ditambah lho rumahnya ditembus salah ketuanya koordinir aksi damai kemarin,"hanya sharing bang, dari mulai perusakan dan penjarahan rumah2 anggota dpr (dewan perwakilan rupiah) itu saya sebenarnya sudah curiga, masa tidak ada penjagaan yang ketat? ditambah mereka kabur, ditambah ada lho yang rumahnya tidak bisa ditembus (salah 1 nya ketuanya), pasti ini ada yang koordinir, dan bukan dari yang aksi damai kemarin2",4,-1,Negatif,0
